Sex,Hours_Studied,Previous_Scores,Extracurricular_Activities,Sleep_Hours,Academic_Year,Performance_Index
Female,4,46,Yes,7,3,28
Male,2,87,Yes,4,4,59
Male,4,49,No,8,3,30
Female,8,95,No,6,1,88
Male,9,93,No,5,5,87
Female,3,48,Yes,7,1,27
Male,7,61,No,7,3,51
Female,9,62,No,5,4,59
Female,4,46,No,7,1,23
Female,3,87,No,8,4,71
Female,5,48,Yes,7,2,33
Male,1,66,Yes,4,4,38
Female,3,63,No,6,3,45
Female,8,68,No,8,3,67
Female,8,56,No,5,3,49
Female,4,59,No,6,2,44
Female,2,46,No,9,2,22
Female,8,82,No,8,2,79
Female,8,79,No,6,1,74
Male,4,46,No,7,1,26
Female,3,67,No,9,1,49
Male,2,58,Yes,5,3,33
Male,9,59,No,5,1,53
Female,1,83,Yes,4,5,53
Male,7,78,Yes,7,5,69
Female,5,79,No,4,1,65
Male,8,46,No,4,1,37
Male,4,45,Yes,7,1,28
Female,7,64,Yes,8,4,56
Female,5,80,No,9,2,64
Male,5,98,Yes,4,1,83
Female,9,52,No,6,2,50
Male,9,78,No,9,3,77
Female,9,79,Yes,8,5,79
Female,6,61,No,7,3,49
Female,6,88,Yes,5,2,77
Male,5,56,No,8,3,40
Male,9,87,No,4,2,83
Female,8,61,Yes,6,3,53
Male,7,73,Yes,9,2,66
Female,7,47,No,7,2,42
Male,6,88,No,5,3,76
Female,5,84,Yes,9,5,75
Female,4,57,No,6,5,40
Male,3,63,Yes,5,1,45
Male,3,99,Yes,7,3,73
Male,6,93,Yes,9,5,84
Female,4,99,No,8,3,84
Female,6,81,Yes,4,3,71
Female,3,41,No,7,5,23
Male,4,41,Yes,6,5,24
Male,9,66,No,8,3,64
Female,5,53,No,9,2,38
Female,7,87,Yes,5,1,74
Male,2,78,Yes,8,1,58
Male,5,92,Yes,8,3,78
Male,9,92,No,6,5,88
Male,3,95,No,4,1,76
Male,9,51,No,8,4,48
Male,6,71,Yes,8,5,59
Male,4,67,Yes,4,3,46
Female,7,94,Yes,4,2,84
Male,8,67,Yes,5,3,61
Male,6,85,Yes,9,4,76
Female,5,64,No,5,3,49
Male,6,43,Yes,4,5,30
Male,5,65,No,7,4,47
Male,8,75,Yes,4,3,70
Male,1,89,Yes,5,3,69
Male,7,42,Yes,6,3,35
Male,2,40,Yes,6,5,20
Male,9,56,Yes,9,1,55
Female,1,46,No,8,2,19
Female,6,87,Yes,6,2,74
Female,9,44,No,5,2,42
Female,1,58,No,6,5,34
Female,4,78,No,7,1,59
Male,4,85,No,4,4,67
Male,9,73,Yes,4,3,70
Male,5,74,Yes,5,5,61
Female,5,88,Yes,8,5,76
Male,6,55,Yes,4,1,44
Female,1,79,Yes,6,3,50
Female,1,89,No,7,5,68
Male,9,86,Yes,8,3,87
Male,3,78,Yes,8,5,60
Male,4,66,No,8,2,47
Male,1,80,Yes,4,5,55
Female,9,77,Yes,9,5,73
Female,8,89,No,8,1,87
Male,2,89,Yes,5,4,66
Female,8,64,No,6,5,56
Male,7,65,No,9,5,59
Male,6,95,Yes,7,5,83
Female,1,53,No,6,3,26
Female,7,53,Yes,5,4,41
Female,7,53,Yes,5,3,45
Male,9,64,Yes,9,1,63
Male,1,75,No,6,2,50
Male,2,43,No,4,3,15
Female,9,86,No,5,4,79
Female,9,54,No,8,4,49
Male,6,71,No,7,1,63
Male,6,57,No,7,1,42
Male,4,53,No,5,2,32
Female,4,97,No,8,3,84
Female,5,40,No,6,2,26
Female,3,81,No,7,1,62
Female,1,59,No,8,4,33
Male,1,49,Yes,8,2,28
Male,7,49,No,4,4,36
Female,1,98,Yes,5,4,73
Male,1,63,Yes,8,2,37
Female,3,73,Yes,6,1,53
Female,4,67,Yes,7,1,48
Male,4,66,No,4,5,48
Female,2,79,Yes,6,5,54
Male,1,40,Yes,7,5,12
Female,3,72,Yes,5,4,46
Female,4,43,No,6,1,24
Female,3,46,Yes,7,5,26
Female,8,48,Yes,4,1,42
Male,1,55,No,7,1,28
Female,2,44,No,8,2,20
Male,7,73,No,4,3,61
Female,4,99,No,6,2,80
Male,8,62,No,9,4,62
Male,3,82,No,5,5,59
Male,6,89,No,4,5,74
Male,9,64,No,4,5,59
Female,1,96,No,4,1,68
Female,1,90,Yes,7,3,66
Female,8,52,No,8,1,43
Female,3,63,Yes,9,1,44
Male,5,50,Yes,5,1,34
Male,1,91,No,5,1,62
Female,5,90,No,8,3,77
Female,6,56,No,7,3,44
Male,8,76,No,7,1,69
Female,3,52,Yes,8,4,35
Female,3,66,Yes,8,4,50
Male,9,59,No,6,2,50
Male,4,72,Yes,7,2,54
Female,4,81,No,4,2,59
Male,7,71,Yes,5,4,60
Male,2,47,Yes,7,5,25
Male,8,95,No,8,1,94
Male,6,68,No,4,5,53
Male,3,79,Yes,6,2,59
Female,9,58,No,9,1,53
Male,5,45,Yes,6,4,29
Male,8,83,No,4,1,73
Male,7,99,No,4,4,87
Male,8,78,No,8,1,72
Female,7,87,No,9,4,82
Female,3,80,No,8,4,60
Female,2,60,No,5,5,38
Male,7,96,No,9,2,89
Male,3,61,Yes,9,3,45
Male,3,81,No,5,2,57
Female,2,49,Yes,6,3,27
Female,4,49,No,4,2,31
Female,8,91,Yes,6,2,86
Male,1,68,No,8,2,45
Male,1,55,No,7,1,30
Female,5,40,Yes,8,2,28
Male,5,56,No,7,5,43
Female,1,69,No,4,3,43
Female,6,65,No,4,3,52
Female,1,92,No,9,2,68
Female,5,85,No,4,1,73
Male,9,58,Yes,5,5,56
Female,5,92,No,5,3,78
Male,6,60,Yes,7,1,49
Male,8,56,Yes,6,2,52
Female,1,85,Yes,9,4,62
Female,2,79,Yes,6,3,59
Male,9,60,Yes,7,1,60
Female,3,92,Yes,5,1,71
Female,6,80,Yes,8,5,68
Male,5,79,Yes,9,2,68
Male,2,84,No,7,2,63
Female,7,88,Yes,6,5,77
Male,4,58,No,7,4,43
Female,1,99,Yes,7,3,77
Female,4,46,Yes,4,5,28
Male,6,56,No,5,5,47
Male,7,40,Yes,9,3,34
Male,7,76,No,4,2,64
Male,7,96,Yes,5,3,88
Female,3,45,No,7,1,21
Male,6,65,No,5,3,53
Male,8,41,Yes,6,1,34
Female,4,98,Yes,9,3,83
Male,8,71,Yes,4,1,67
Male,2,96,Yes,9,2,75
Female,9,87,No,7,5,88
Male,9,93,No,6,4,87
Male,8,44,No,5,5,32
Female,1,76,No,5,3,50
Female,2,70,No,6,5,50
Female,6,51,No,5,4,38
Female,5,74,No,4,4,57
Female,9,69,Yes,8,1,64
Female,5,87,Yes,5,5,71
Male,2,45,Yes,7,1,19
Female,4,54,Yes,5,3,38
Male,9,54,Yes,9,1,52
Female,1,55,Yes,7,3,27
Female,1,59,Yes,5,3,32
Female,7,52,Yes,5,5,45
Male,3,83,No,7,1,61
Male,2,81,Yes,4,2,57
Male,9,85,Yes,8,3,83
Female,3,70,Yes,8,1,48
Female,2,73,No,4,4,50
Male,8,68,Yes,5,5,61
Male,6,42,No,8,1,29
Male,6,48,No,4,3,37
Male,7,50,Yes,4,4,39
Female,7,50,No,8,5,39
Female,6,64,Yes,7,4,54
Male,4,61,Yes,6,4,46
Male,9,81,Yes,7,2,78
Female,6,97,No,5,1,83
Female,4,85,Yes,7,5,64
Female,3,48,Yes,9,2,26
Male,4,59,Yes,6,5,41
Female,3,98,No,6,2,76
Male,2,60,No,4,2,35
Male,5,49,No,9,2,39
Male,2,61,No,5,1,39
Female,6,68,Yes,4,3,54
Female,3,48,Yes,7,2,28
Female,6,44,No,7,3,30
Female,9,79,Yes,8,3,81
Male,1,50,No,4,4,24
Female,6,40,Yes,9,3,32
Female,9,92,Yes,4,3,87
Female,4,81,No,4,5,66
Female,2,40,No,4,3,13
Female,4,97,Yes,6,4,76
Female,1,93,No,8,2,68
Female,3,78,Yes,5,5,57
Male,9,99,Yes,5,4,98
Male,5,85,Yes,5,2,69
Male,6,44,Yes,6,3,34
Female,3,88,No,8,5,68
Female,5,61,Yes,9,5,47
Female,8,65,Yes,8,3,60
Female,6,92,Yes,6,2,83
Male,4,45,No,9,1,25
Male,2,71,Yes,4,4,50
Female,9,87,No,7,5,87
Female,1,50,No,4,5,22
Male,1,49,No,5,4,22
Female,4,86,No,4,4,62
Male,7,78,No,6,1,72
Male,1,94,No,5,4,66
Male,9,73,No,7,1,71
Male,4,70,Yes,9,4,53
Female,3,51,Yes,9,4,32
Male,1,90,No,5,5,65
Male,4,83,No,4,1,65
Female,9,55,No,8,1,50
Female,6,77,Yes,8,3,66
Male,6,42,No,9,3,29
Male,1,41,Yes,8,2,13
Female,2,91,Yes,5,2,66
Female,6,44,No,8,5,32
Female,2,50,Yes,6,5,26
Male,3,97,No,9,1,75
Male,4,64,No,7,2,46
Female,5,74,No,8,3,62
Female,9,74,Yes,6,5,69
Male,4,61,No,6,3,43
Female,9,76,Yes,5,3,74
Male,3,61,No,9,1,43
Male,8,94,No,5,1,86
Female,1,50,No,7,2,24
Female,9,71,No,7,2,67
Female,9,74,No,4,5,71
Male,2,70,Yes,7,2,48
Female,4,84,No,9,3,64
Female,8,92,No,9,3,88
Male,7,47,No,5,4,39
Female,1,59,Yes,6,4,35
Female,5,81,No,4,3,67
Female,7,73,No,7,2,65
Female,4,43,No,6,5,27
Male,1,57,No,5,3,32
Male,9,90,Yes,8,4,89
Male,5,43,No,4,1,30
Female,2,59,Yes,9,5,37
Male,8,97,Yes,6,3,91
Male,2,48,Yes,5,5,26
Male,3,55,Yes,5,5,32
Female,1,65,No,4,2,34
Male,2,77,No,4,5,51
Female,7,64,Yes,7,3,56
Male,2,43,Yes,7,1,26
Female,6,80,Yes,9,1,73
Female,3,98,No,9,2,80
Male,4,84,Yes,4,3,69
Male,8,80,Yes,4,3,73
Male,3,77,Yes,6,2,55
Female,6,92,Yes,7,2,82
Female,1,58,Yes,5,3,32
Female,7,53,No,7,5,41
Male,8,60,Yes,7,5,55
Female,8,54,No,4,1,43
Male,3,42,No,4,4,20
Female,1,76,No,7,2,50
Female,9,92,No,8,4,90
Female,6,89,No,8,1,82
Female,9,85,Yes,9,2,85
Male,7,55,No,7,1,49
Female,1,53,No,8,3,24
Female,1,48,Yes,9,1,25
Female,6,86,No,9,2,76
Male,5,46,Yes,7,2,33
Female,9,53,Yes,9,1,48
Male,2,45,Yes,4,1,21
Male,8,60,Yes,4,5,58
Female,5,54,Yes,4,2,40
Female,2,91,No,5,4,67
Female,6,47,Yes,4,4,35
Female,8,73,Yes,4,2,68
Male,4,79,No,7,3,66
Female,2,40,No,8,1,16
Male,5,71,No,8,5,57
Male,2,97,No,4,4,73
Female,2,88,Yes,4,2,64
Male,6,90,No,4,2,77
Male,9,44,Yes,9,4,46
Male,4,69,No,7,2,50
Male,6,61,No,7,4,50
Female,7,59,No,7,3,51
Female,6,55,No,8,5,43
Male,8,46,No,5,3,40
Male,4,46,Yes,8,5,30
Male,1,89,Yes,7,3,63
Male,7,89,Yes,6,2,82
Male,3,41,No,5,2,20
Male,6,86,Yes,4,1,73
Male,2,53,No,9,5,32
Male,9,70,No,8,2,67
Female,1,89,Yes,9,4,69
Male,6,80,Yes,5,2,67
Female,6,53,No,6,1,44
Male,5,44,No,5,4,29
Male,5,50,Yes,8,5,38
Female,1,79,No,7,5,52
Female,5,44,Yes,4,4,25
Female,2,68,Yes,7,4,46
Female,7,50,No,7,5,42
Male,3,44,No,8,2,24
Female,4,88,No,7,3,70
Male,3,93,No,7,1,78
Female,3,71,Yes,8,5,51
Male,4,75,No,8,4,61
Male,5,54,Yes,6,4,38
Female,1,58,Yes,7,5,34
Female,4,61,No,5,1,42
Female,8,73,Yes,4,3,68
Male,7,95,No,9,3,87
Male,9,56,No,4,3,53
Male,5,51,Yes,8,4,39
Male,4,64,Yes,9,1,45
Male,8,95,Yes,8,4,89
Female,9,56,No,6,1,53
Female,7,49,No,7,2,39
Female,7,67,Yes,8,3,59
Male,5,96,No,8,5,81
Male,4,57,No,4,1,40
Female,1,90,Yes,7,5,64
Male,7,57,No,6,4,53
Male,1,84,Yes,8,5,56
Female,1,71,Yes,8,2,44
Male,5,53,Yes,8,4,41
Female,9,95,No,4,1,91
Female,6,55,Yes,8,3,46
Female,3,89,Yes,8,3,65
Male,3,97,Yes,4,2,76
Female,7,57,Yes,8,4,50
Male,6,55,No,7,3,45
Male,9,56,Yes,7,5,55
Female,6,46,No,4,1,33
Male,5,51,Yes,7,4,37
Male,7,73,No,9,3,63
Male,1,49,No,9,1,24
Female,7,44,No,9,1,37
Female,3,60,No,6,5,39
Female,9,42,Yes,8,3,41
Male,6,58,Yes,6,1,46
Male,9,84,No,7,5,78
Male,5,83,No,4,5,69
Female,7,74,No,9,2,71
Female,4,45,Yes,4,4,28
Female,7,53,No,6,5,45
Female,1,43,No,7,4,20
Female,7,84,Yes,8,2,81
Female,8,90,Yes,7,2,85
Male,5,57,Yes,9,4,42
Female,2,68,Yes,7,4,46
Female,5,74,Yes,4,4,60
Male,6,91,Yes,5,5,82
Male,2,77,No,9,2,55
Male,6,55,No,8,4,44
Male,6,59,Yes,9,3,47
Female,1,63,No,9,4,41
Female,1,74,Yes,8,2,48
Male,3,83,No,9,3,62
Male,3,90,Yes,4,1,64
Female,4,58,Yes,7,1,40
Female,2,95,No,4,1,70
Female,9,43,No,7,2,39
Male,7,72,Yes,5,5,63
Male,7,41,Yes,9,3,32
Female,6,52,Yes,5,2,37
Male,3,97,Yes,6,5,75
Female,6,84,Yes,7,4,72
Male,8,69,Yes,4,2,63
Female,8,73,No,4,4,64
Male,9,69,No,9,5,69
Male,1,90,No,4,2,63
Male,1,93,No,6,5,65
Female,3,63,No,8,5,44
Female,3,87,Yes,4,2,65
Male,8,83,Yes,9,5,81
Male,1,72,No,5,1,45
Female,2,80,Yes,4,3,59
Female,2,88,No,4,2,67
Male,3,49,No,4,5,34
Male,6,57,Yes,9,5,46
Male,1,58,Yes,8,5,35
Male,2,46,No,4,5,22
Female,1,96,No,8,5,72
Male,5,58,No,8,4,47
Male,7,63,No,6,1,55
Male,8,54,Yes,5,3,47
Female,1,80,No,4,5,55
Male,7,81,Yes,4,1,74
Male,5,62,No,4,4,49
Male,1,91,No,8,1,68
Female,3,91,Yes,7,1,72
Female,7,43,Yes,5,1,32
Female,1,77,Yes,9,5,51
Male,7,43,Yes,4,3,34
Male,5,44,Yes,7,5,33
Male,1,80,No,7,1,56
Male,1,83,No,7,2,54
Female,1,62,No,5,3,33
Male,9,79,Yes,7,2,78
Male,3,92,Yes,9,5,77
Female,5,76,Yes,4,2,62
Female,9,50,No,9,1,51
Male,6,94,Yes,4,5,78
Male,9,50,No,6,1,46
Male,8,52,No,8,2,50
Male,8,53,No,7,4,47
Female,1,99,Yes,9,5,74
Male,9,47,No,8,2,47
Female,6,64,No,8,2,52
Female,9,57,No,8,2,54
Female,3,90,Yes,8,2,69
Female,3,83,No,8,5,64
Male,6,83,Yes,4,2,69
Male,9,57,Yes,5,1,58
Female,7,49,No,7,1,37
Female,3,46,No,7,3,26
Male,3,99,Yes,4,4,80
Female,2,89,No,9,5,64
Male,9,83,Yes,4,4,78
Male,3,53,Yes,8,5,35
Female,5,54,Yes,5,1,36
Male,9,55,No,7,4,55
Female,8,41,Yes,9,4,36
Female,2,69,Yes,6,1,46
Male,3,69,No,4,1,51
Male,2,57,No,6,3,30
Female,8,70,Yes,7,5,68
Male,6,83,Yes,4,4,69
Female,6,87,Yes,7,3,78
Female,9,52,No,4,3,51
Male,8,59,Yes,9,3,55
Female,4,88,Yes,7,1,72
Male,4,89,No,6,4,71
Female,9,74,No,5,1,69
Male,1,62,Yes,9,5,38
Male,2,81,No,9,2,61
Male,2,72,Yes,4,2,49
Male,6,77,Yes,6,3,67
Female,4,74,No,7,4,56
Male,3,90,Yes,6,5,68
Female,3,75,Yes,9,2,60
Male,3,59,No,4,4,34
Male,6,94,Yes,6,3,83
Male,8,42,No,7,3,37
Male,7,47,Yes,8,3,42
Male,4,79,No,9,3,62
Male,4,98,No,5,1,80
Male,2,71,No,5,4,46
Male,1,68,No,9,4,47
Male,9,46,No,8,3,46
Male,2,41,No,4,3,13
Male,8,60,Yes,6,2,55
Male,9,45,Yes,6,1,42
Female,4,67,No,8,5,51
Female,8,87,Yes,8,4,81
Female,9,81,No,7,3,75
Male,5,75,No,7,3,59
Female,7,71,Yes,5,1,62
Male,4,84,No,4,3,65
Male,1,81,Yes,4,2,51
Male,3,92,No,8,3,73
Female,5,85,No,5,4,68
Female,3,48,Yes,5,2,28
Male,7,50,No,7,2,39
Male,9,62,No,6,1,55
Female,6,89,No,4,1,76
Male,1,50,Yes,5,4,24
Male,7,88,Yes,7,2,81
Female,3,41,Yes,7,4,24
Male,5,42,Yes,7,1,29
Female,4,50,Yes,6,3,37
Male,5,89,No,5,2,74
Male,5,98,Yes,8,2,84
Male,6,74,Yes,8,1,64
Male,6,97,No,7,2,90
Male,8,54,No,7,4,46
Male,8,82,Yes,6,1,79
Male,9,50,No,7,4,48
Female,8,70,No,9,5,65
Male,2,67,No,5,3,46
Male,1,67,Yes,7,1,39
Male,2,71,No,7,2,49
Male,2,64,No,5,2,39
Male,3,59,Yes,4,4,40
Male,7,67,No,9,1,60
Female,2,64,No,9,2,43
Male,1,50,Yes,8,2,25
Male,6,58,Yes,7,5,45
Male,9,67,Yes,5,1,64
Male,3,40,No,8,2,20
Male,6,98,Yes,6,1,87
Female,3,44,Yes,4,5,23
Female,1,49,No,7,4,23
Female,5,81,No,4,3,67
Male,4,85,No,7,4,74
Female,7,73,No,7,4,64
Male,6,75,No,7,3,66
Male,7,41,Yes,4,1,29
Male,5,57,Yes,9,1,42
Female,4,52,Yes,6,5,37
Female,7,90,No,9,4,82
Male,7,44,Yes,5,4,35
Female,6,59,No,5,3,46
Female,8,41,No,9,2,40
Female,4,50,Yes,6,5,34
Male,5,69,Yes,6,4,52
Male,4,71,No,7,2,52
Male,1,71,No,7,4,50
Female,8,97,Yes,5,2,91
Male,1,89,Yes,7,1,64
Female,5,77,No,7,2,67
Female,6,94,No,6,1,85
Male,6,67,No,4,4,53
Male,5,49,No,9,5,35
Female,3,61,Yes,8,5,41
Female,5,94,Yes,8,1,81
Male,8,56,No,7,2,52
Female,2,61,No,7,2,39
Male,6,82,Yes,9,3,72
Female,9,58,No,8,5,55
Male,8,56,No,6,5,49
Female,8,63,No,8,1,60
Male,8,75,No,8,3,69
Male,7,71,No,8,1,63
Male,8,97,No,7,5,94
Female,6,95,Yes,7,2,86
Female,2,97,No,9,2,75
Female,2,85,Yes,8,1,66
Female,8,98,Yes,7,4,97
Male,1,91,Yes,9,2,71
Female,6,75,No,8,1,59
Female,6,67,No,6,2,54
Female,4,53,No,7,4,34
Male,3,97,Yes,4,4,77
Male,3,75,Yes,9,4,60
Male,1,45,No,7,5,16
Male,3,48,No,6,5,30
Male,4,60,Yes,6,1,42
Female,5,51,Yes,7,1,36
Male,3,97,Yes,5,3,77
Male,6,69,No,9,5,58
Male,5,70,Yes,8,1,58
Male,3,79,Yes,8,5,60
Male,6,95,Yes,6,5,87
Male,6,43,No,7,4,30
Female,8,70,No,5,2,59
Female,2,66,No,9,4,42
Male,1,97,Yes,4,2,70
Female,4,96,Yes,8,2,82
Female,7,64,Yes,9,2,56
Male,3,44,Yes,9,4,24
Male,3,45,No,5,3,27
Male,5,44,Yes,9,4,33
Female,5,90,Yes,8,4,75
Female,3,66,No,7,3,45
Male,9,47,Yes,8,4,45
Female,4,48,Yes,4,1,30
Male,3,54,Yes,7,2,29
Female,2,75,No,6,1,50
Female,9,96,Yes,5,5,95
Male,4,80,No,8,3,63
Female,3,46,Yes,7,3,24
Female,7,71,No,9,5,63
Female,8,47,No,7,4,41
Male,2,86,No,8,4,69
Female,7,90,Yes,6,4,81
Female,5,54,Yes,8,5,40
Male,5,76,No,6,2,66
Male,3,58,No,9,2,40
Male,5,78,Yes,8,5,63
Female,2,45,No,7,4,21
Female,4,98,Yes,4,4,81
Female,6,58,Yes,4,1,47
Male,1,96,No,9,3,69
Female,4,67,No,7,4,47
Female,6,56,Yes,4,2,44
Male,9,81,Yes,9,3,78
Male,2,58,Yes,6,2,36
Female,7,70,No,7,3,60
Female,6,50,Yes,6,1,43
Male,2,54,No,7,1,30
Female,8,49,No,6,4,43
Male,7,82,Yes,6,1,75
Female,5,62,No,4,5,46
Female,5,42,No,7,3,29
Female,7,42,No,8,3,33
Male,9,57,No,4,5,51
Female,9,64,Yes,6,5,58
Female,9,82,Yes,6,5,81
Female,6,59,No,8,1,49
Male,6,97,No,8,4,84
Female,3,68,No,6,1,47
Male,1,61,No,8,2,38
Female,7,89,No,5,4,78
Female,4,96,Yes,4,3,77
Female,1,54,Yes,7,5,29
Male,8,78,Yes,8,5,76
Female,6,49,Yes,8,1,41
Female,6,60,No,5,1,51
Female,2,94,No,7,2,70
Male,1,91,Yes,5,3,63
Male,2,68,Yes,7,4,46
Male,4,71,Yes,4,4,53
Female,2,49,No,8,3,25
Male,1,52,No,4,4,26
Female,7,86,No,7,4,74
Female,8,62,Yes,8,4,57
Male,6,89,Yes,5,5,80
Female,4,62,No,6,2,45
Male,6,70,No,5,4,56
Male,3,43,No,6,4,19
Male,8,91,Yes,5,3,86
Female,2,88,No,7,5,70
Female,5,99,No,4,3,85
Female,1,42,Yes,6,3,16
Male,6,60,No,7,2,47
Female,2,92,No,4,1,65
Male,4,41,No,4,4,23
Male,6,43,No,8,5,29
Female,8,40,Yes,8,2,36
Male,8,54,No,8,3,49
Male,6,96,Yes,6,4,85
Female,4,72,No,6,2,56
Male,8,45,Yes,4,1,39
Female,8,46,No,6,1,40
Male,1,58,No,4,3,33
Female,4,83,Yes,7,2,67
Female,4,40,No,5,1,19
Female,7,78,No,4,4,74
Female,7,58,Yes,4,1,47
Male,8,84,No,7,4,77
Male,5,65,No,8,2,52
Female,7,83,No,9,2,76
Female,8,51,No,8,4,42
Female,9,61,No,8,1,56
Male,3,52,Yes,4,1,30
Female,3,67,Yes,4,1,47
Male,4,53,No,6,2,34
Female,5,61,No,6,2,48
Female,1,69,Yes,5,2,42
Female,7,83,Yes,5,5,74
Male,9,59,Yes,9,2,58
Male,8,83,Yes,6,1,75
Male,5,66,Yes,4,1,54
Female,4,77,Yes,7,2,62
Female,7,98,No,6,2,88
Female,5,81,No,4,2,64
Female,7,91,No,6,5,81
Male,1,95,No,8,4,69
Female,1,80,No,6,1,51
Male,3,73,Yes,9,5,52
Male,2,78,Yes,8,4,58
Male,2,80,Yes,4,2,55
Male,7,96,Yes,8,5,86
Male,2,83,Yes,6,3,62
Female,4,76,Yes,8,1,60
Male,2,40,No,9,3,15
Female,6,93,No,7,2,82
Female,8,54,Yes,8,1,52
Male,4,71,No,9,3,57
Male,5,47,Yes,8,2,34
Male,4,72,No,5,4,55
Male,3,57,Yes,7,4,39
Female,5,84,Yes,4,3,73
Male,9,68,No,9,3,64
Female,8,71,Yes,8,4,67
Female,8,72,No,7,3,67
Male,8,44,No,4,5,36
Male,8,57,Yes,7,3,52
Male,7,87,Yes,9,4,85
Male,8,97,Yes,5,4,91
Male,8,49,No,9,5,42
Male,8,75,No,9,3,74
Female,7,72,Yes,4,1,65
Female,1,62,Yes,4,2,36
Female,4,79,Yes,8,2,63
Male,4,44,Yes,6,2,29
Female,5,73,Yes,9,1,60
Male,6,63,Yes,4,2,50
Female,4,56,Yes,9,5,40
Male,2,70,No,9,5,48
Female,6,46,No,4,4,33
Female,8,56,Yes,5,3,51
Female,8,67,Yes,5,5,64
Male,7,77,No,9,4,70
Male,6,61,Yes,5,5,49
Female,2,54,No,9,4,33
Female,7,76,No,8,2,69
Male,5,54,Yes,4,1,41
Male,6,89,No,9,4,79
Female,8,89,No,5,2,81
Female,8,64,Yes,5,5,57
Female,3,92,Yes,7,2,73
Female,7,60,No,7,5,49
Male,1,94,Yes,5,1,64
Female,1,77,No,8,1,49
Female,7,41,No,6,1,31
Male,9,66,No,9,1,61
Male,7,88,No,7,1,81
Female,5,71,No,9,5,59
Male,8,60,No,7,1,54
Female,2,43,Yes,4,4,18
Male,9,83,Yes,4,5,80
Male,6,58,Yes,5,5,43
Male,9,41,Yes,4,5,39
Female,2,65,No,4,2,39
Female,3,73,No,6,3,51
Female,8,53,No,8,3,49
Female,1,54,No,5,5,27
Male,7,59,No,6,4,51
Male,7,73,Yes,5,4,64
Female,1,75,Yes,8,4,51
Female,9,58,Yes,5,4,56
Male,8,48,No,9,3,46
Female,4,46,No,9,1,28
Male,5,69,Yes,9,1,57
Female,2,52,No,4,1,28
Male,9,66,No,8,5,65
Female,6,83,Yes,6,5,71
Female,3,74,No,6,1,54
Female,7,52,Yes,7,3,44
Male,9,54,Yes,6,3,52
Female,3,85,Yes,9,5,71
Male,2,95,Yes,9,2,74
Female,7,48,No,7,4,38
Male,7,84,No,4,4,75
Male,4,62,No,6,1,43
Male,9,93,Yes,8,5,90
Male,8,75,No,7,5,69
Male,1,92,Yes,6,3,67
Female,1,79,No,4,4,52
Male,5,42,No,8,4,27
Female,6,73,Yes,8,1,63
Male,3,58,No,4,5,41
Female,9,67,Yes,6,2,67
Male,6,62,Yes,5,1,47
Female,4,79,No,6,1,61
Male,7,88,No,7,1,82
Female,8,84,No,7,3,75
Female,9,46,No,6,2,37
Male,6,80,Yes,9,2,68
Male,6,51,Yes,7,5,37
Male,8,53,No,5,5,49
Male,5,85,No,9,2,73
Female,3,54,No,5,4,32
Female,3,42,Yes,8,2,23
Male,6,54,No,7,3,43
Male,2,90,Yes,9,4,70
Male,6,63,No,6,5,53
Male,6,91,No,9,3,81
Male,8,85,Yes,8,3,84
Male,7,47,Yes,5,4,38
Female,8,44,No,8,3,40
Male,9,90,Yes,4,3,88
Male,6,43,Yes,7,1,32
Female,3,53,No,6,3,31
Male,3,55,Yes,5,3,35
Female,1,59,Yes,8,2,34
Male,5,63,No,6,5,49
Female,4,45,No,7,4,28
Female,9,94,Yes,6,3,91
Female,9,96,No,7,3,90
Male,5,70,Yes,7,3,55
Female,4,45,Yes,7,2,27
Female,7,74,Yes,8,1,67
Female,6,54,No,7,1,41
Female,4,68,Yes,6,2,53
Male,2,42,Yes,4,5,15
Male,1,50,Yes,6,3,26
Male,4,42,No,8,4,22
Male,4,67,No,7,4,48
Male,1,49,No,4,5,19
Female,6,89,Yes,8,5,78
Male,4,72,Yes,5,1,53
Male,1,87,No,5,5,61
Male,1,55,Yes,5,5,30
Female,1,98,Yes,4,3,70
Male,8,49,Yes,6,5,42
Male,8,72,Yes,4,4,67
Male,2,75,No,4,2,51
Male,7,42,No,4,3,35
Female,8,44,No,5,1,38
Female,8,51,Yes,9,1,44
Female,7,96,Yes,6,1,86
Male,5,83,No,9,5,68
Male,1,52,No,9,2,25
Male,9,63,No,4,5,59
Male,7,83,Yes,6,1,74
Male,2,96,No,9,1,73
Male,6,71,Yes,7,5,61
Male,2,55,No,4,2,32
Female,1,71,Yes,4,1,41
Female,7,84,Yes,4,2,72
Female,2,76,No,7,3,51
Female,2,95,Yes,7,4,72
Male,5,75,Yes,5,2,60
Female,5,60,No,8,3,46
Female,7,86,No,6,4,77
Male,1,51,No,8,4,23
Female,8,90,Yes,4,3,82
Female,3,60,Yes,9,2,37
Female,4,99,No,4,4,80
Female,9,90,No,9,1,87
Male,4,60,Yes,5,2,41
Male,5,82,No,8,1,67
Female,7,92,No,4,3,81
Female,4,45,Yes,8,3,30
Male,1,48,Yes,5,2,19
Female,9,40,No,8,4,39
Female,4,51,Yes,9,1,34
Female,9,97,Yes,6,5,93
Male,6,53,No,5,3,43
Male,1,45,No,8,3,21
Male,3,40,No,4,5,17
Female,2,61,Yes,7,2,40
Male,9,73,No,7,3,68
Male,1,95,Yes,5,3,74
Female,9,50,No,7,5,45
